id,Date,items
3342,13-01-2015,"""ham"",""specialty bar"",""domestic eggs"",""root vegetables"",""tropical fruit"",""whipped/sour cream"",""curd cheese"",""soda"",""whole milk"",""soda"",""white bread"",""rolls/buns"",""canned beer"",""dessert"",""napkins"",""yogurt"""
3343,20-07-2015,"""frankfurter"",""roll products "",""chewing gum"",""bottled water"",""margarine"",""domestic eggs"",""packaged fruit/vegetables"""
3344,22-07-2015,"""frankfurter"",""candy"",""domestic eggs"",""soda"",""processed cheese"",""candy"",""roll products """
3345,13-01-2015,"""frankfurter"",""other vegetables"",""bottled water"",""chocolate"",""pip fruit"",""rolls/buns"""
3346,06-05-2015,"""ham"",""red/blush wine"",""whole milk"",""chocolate marshmallow"",""spread cheese"",""butter"",""margarine"",""salt"",""rolls/buns"",""soda"",""salty snack"""
3347,15-10-2015,"""ice cream"",""whole milk"",""salty snack"",""waffles"",""butter"",""yogurt"",""soda"",""fruit/vegetable juice"""
3348,04-06-2015,"""spread cheese"",""other vegetables"",""whole milk"",""canned fish"",""sugar"",""white bread"",""waffles"",""flour"""
3349,29-06-2015,"""pip fruit"",""brown bread"""
3350,20-12-2015,"""frankfurter"",""citrus fruit"",""ice cream"",""other vegetables"",""brown bread"",""ice cream"",""flower (seeds)"",""whole milk"""
3351,15-01-2015,"""whipped/sour cream"",""ice cream"",""margarine"",""misc. beverages"""
3352,27-09-2015,"""rolls/buns"",""chocolate"",""candy"",""pip fruit"",""pastry"",""rolls/buns"",""sugar"",""coffee"",""yogurt"",""canned vegetables"""
3353,25-04-2015,"""butter milk"",""chocolate"",""rolls/buns"",""grapes"",""rolls/buns"",""dish cleaner"",""detergent"",""chocolate"",""domestic eggs"""
3354,26-09-2015,"""other vegetables"",""whole milk"""
3355,21-06-2015,"""whole milk"",""rolls/buns"",""rolls/buns"",""whipped/sour cream"",""onions"",""bottled water"",""domestic eggs"",""frozen vegetables"",""rolls/buns"",""pip fruit"",""seasonal products"",""sugar"""
3356,14-11-2015,"""tropical fruit"",""shopping bags"",""coffee"",""butter milk"",""rolls/buns"",""canned beer"",""rubbing alcohol"",""yogurt"",""margarine"",""curd"",""oil"""
3357,15-07-2015,"""yogurt"",""yogurt"",""other vegetables"",""other vegetables"",""newspapers"",""napkins"""
3358,30-08-2015,"""cream cheese "",""yogurt"",""margarine"",""tropical fruit"",""whole milk"",""grapes"",""yogurt"",""flour"",""newspapers"",""dishes"""
3359,12-12-2015,"""frankfurter"",""root vegetables"",""roll products "",""Instant food products"",""UHT-milk"",""beef"",""toilet cleaner"",""soda"",""rolls/buns"",""shopping bags"""
3360,16-02-2015,"""citrus fruit"",""white bread"",""frozen potato products"",""whole milk"""
3361,12-11-2015,"""ham"",""rolls/buns"",""fish"",""meat spreads"",""yogurt"",""long life bakery product"",""fruit/vegetable juice"",""chocolate"""
3362,07-05-2015,"""sausage"",""UHT-milk"",""specialty chocolate"",""cooking chocolate"""
3363,21-05-2015,"""pastry"",""pastry"",""tropical fruit"",""seasonal products"",""pastry"",""salty snack"",""napkins"",""dessert"",""root vegetables"",""semi-finished bread"",""dishes"",""pastry"",""napkins"""
3364,01-03-2015,"""other vegetables"",""bottled beer"",""white wine"",""other vegetables"",""tropical fruit"",""canned fish"",""whole milk"",""hygiene articles"""
3365,26-07-2015,"""domestic eggs"",""chewing gum"",""soda"",""shopping bags"""
3366,28-07-2015,"""other vegetables"",""beverages"",""frozen meals"",""condensed milk"",""other vegetables"",""rice"",""canned vegetables"",""other vegetables"",""softener"""
3367,30-07-2015,"""citrus fruit"",""napkins"",""soda"",""photo/film"",""dessert"""
3368,18-09-2015,"""sausage"",""long life bakery product"""
3369,10-11-2015,"""grapes"",""soda"",""misc. beverages"",""rolls/buns"",""salty snack"",""cling film/bags"",""curd"""
3370,03-08-2015,"""tropical fruit"",""cat food"",""berries"",""rolls/buns"",""yogurt"",""rolls/buns"",""white bread"",""whole milk"",""soda"""
3371,28-12-2015,"""photo/film"",""soda"",""whipped/sour cream"",""rolls/buns"",""chocolate marshmallow"",""hygiene articles"",""hard cheese"""
3372,07-09-2015,"""other vegetables"",""hamburger meat"",""ham"",""frozen vegetables"",""yogurt"",""ice cream"",""bottled water"""
3373,25-03-2015,"""rolls/buns"",""bottled water"",""whipped/sour cream"",""pastry"""
3374,29-04-2015,"""meat"",""domestic eggs"""
3375,19-04-2015,"""citrus fruit"",""white bread"",""margarine"",""yogurt"",""bottled water"",""yogurt"""
3376,02-05-2015,"""other vegetables"",""whole milk"",""sliced cheese"",""root vegetables"""
3377,30-09-2015,"""sausage"",""other vegetables"",""canned fish"",""sliced cheese"",""processed cheese"",""white bread"""
3378,20-05-2015,"""citrus fruit"",""grapes"""
3379,30-07-2015,"""sausage"",""sausage"",""fruit/vegetable juice"",""domestic eggs"""
3380,11-01-2015,"""meat"",""butter"",""soda"",""frozen meals"""
3381,05-10-2015,"""ham"",""other vegetables"",""pickled vegetables"",""domestic eggs"""
3382,08-07-2015,"""yogurt"",""rolls/buns"",""salty snack"",""potato products"""
3383,19-08-2015,"""citrus fruit"",""whole milk"",""coffee"",""rolls/buns"""
3384,30-12-2015,"""frankfurter"",""other vegetables"""
3385,10-04-2015,"""brown bread"",""sugar"",""butter"",""pip fruit"",""soda"",""beef"",""citrus fruit"",""dish cleaner"",""domestic eggs"",""newspapers"",""light bulbs"",""yogurt"""
3386,17-08-2015,"""chicken"",""brown bread"",""citrus fruit"",""sliced cheese"",""cream cheese "",""whipped/sour cream"",""bottled water"",""shopping bags"""
3387,13-08-2015,"""soda"",""red/blush wine"",""pickled vegetables"",""jam"",""whole milk"",""liquor (appetizer)"",""canned beer"",""cake bar"",""sauces"",""coffee"""
3388,24-11-2015,"""turkey"",""rolls/buns"""
3389,22-01-2015,"""sausage"",""syrup"",""brown bread"",""whole milk"",""butter"",""semi-finished bread"""
3390,10-07-2015,"""pip fruit"",""citrus fruit"",""rolls/buns"",""soda"",""butter"",""hard cheese"""
3391,01-04-2015,"""other vegetables"",""whole milk"",""yogurt"",""root vegetables"""
3392,28-10-2015,"""herbs"",""brown bread"""
3393,16-07-2015,"""butter"",""root vegetables"",""other vegetables"",""pip fruit"",""coffee"""
3394,10-03-2015,"""root vegetables"",""dessert"",""sausage"",""whole milk"",""whole milk"",""bottled water"",""margarine"",""other vegetables"""
3395,08-02-2015,"""sausage"",""frankfurter"",""chewing gum"",""yogurt"",""bottled water"",""spread cheese"""
3396,11-09-2015,"""root vegetables"",""other vegetables"",""curd"",""sliced cheese"""
3397,29-09-2015,"""tropical fruit"",""organic sausage"",""rolls/buns"",""whole milk"",""herbs"",""liquor"",""curd"",""other vegetables"""
3398,19-03-2015,"""newspapers"",""soda"",""frozen dessert"",""mayonnaise"",""soda"",""specialty bar"""
3399,02-02-2015,"""rolls/buns"",""citrus fruit"",""newspapers"",""baking powder"""
3400,08-11-2015,"""rolls/buns"",""seasonal products"",""root vegetables"",""shopping bags"""
3401,13-08-2015,"""bottled water"",""root vegetables"",""whole milk"",""canned beer"",""white bread"",""pickled vegetables"""
3402,21-10-2015,"""citrus fruit"",""salty snack"",""specialty cheese"",""brown bread"",""napkins"""
3403,20-01-2015,"""beverages"",""yogurt"",""whole milk"",""napkins"",""soda"",""semi-finished bread"",""white bread"",""waffles"",""domestic eggs"",""flour"",""frozen vegetables"",""sliced cheese"""
3404,26-11-2015,"""frankfurter"",""chocolate"",""hamburger meat"",""bottled beer"",""whipped/sour cream"",""tidbits"",""bottled beer"""
3405,29-09-2015,"""whole milk"",""soda"",""popcorn"",""sliced cheese"""
3406,31-08-2015,"""coffee"",""other vegetables"",""tropical fruit"",""hamburger meat"",""rolls/buns"",""roll products "",""bottled water"",""rice"",""pasta"",""butter"""
3407,25-09-2015,"""waffles"",""whole milk"",""spread cheese"",""soda"""
3408,29-06-2015,"""house keeping products"",""tropical fruit"",""yogurt"",""whole milk"",""frozen vegetables"",""soda"",""curd"",""sauces"",""rolls/buns"",""whipped/sour cream"""
3409,17-01-2015,"""sausage"",""soda"",""fruit/vegetable juice"",""bottled water"",""cereals"",""hard cheese"",""candy"",""soda"",""whole milk"""
3410,04-09-2015,"""meat"",""chicken"",""root vegetables"",""rolls/buns"",""ready soups"",""baking powder"""
3411,20-07-2015,"""other vegetables"",""candy"",""pip fruit"",""domestic eggs"",""domestic eggs"",""hard cheese"",""bottled water"""
3412,23-01-2015,"""canned beer"",""herbs"",""chicken"",""other vegetables"",""soups"",""whole milk"""
3413,30-04-2015,"""pork"",""hamburger meat"",""pip fruit"",""tropical fruit"",""whipped/sour cream"",""chocolate"""
3414,20-08-2015,"""sausage"",""beef"",""whole milk"",""fruit/vegetable juice"",""napkins"",""whipped/sour cream"""
3415,17-06-2015,"""chicken"",""rolls/buns"",""hard cheese"",""rolls/buns"",""misc. beverages"",""brown bread"",""coffee"",""cream cheese """
3416,12-11-2015,"""newspapers"",""sausage"",""margarine"",""tropical fruit"",""whole milk"",""whole milk"",""newspapers"",""yogurt"",""ketchup"",""frozen meals"",""domestic eggs"",""waffles"",""margarine"",""long life bakery product"",""shopping bags"",""dish cleaner"",""yogurt"",""chocolate"",""napkins"""
3417,20-03-2015,"""sausage"",""coffee"",""specialty bar"",""chicken"",""domestic eggs"",""curd"",""pastry"",""other vegetables"",""house keeping products"",""UHT-milk"",""misc. beverages"""
3418,15-07-2015,"""detergent"",""misc. beverages"",""whole milk"",""butter"",""frozen meals"",""bottled beer"""
3419,13-01-2015,"""ham"",""soda"",""brown bread"",""pastry"",""curd"",""whole milk"",""citrus fruit"",""white bread"",""whipped/sour cream"""
3420,21-08-2015,"""meat"",""citrus fruit"""
3421,18-11-2015,"""sausage"",""soda"""
3422,05-12-2015,"""coffee"",""dessert"",""tidbits"",""other vegetables"",""rolls/buns"",""cream cheese "",""specialty cheese"""
3423,24-05-2015,"""sausage"",""bottled beer"",""butter"",""bottled beer"",""ice cream"",""hygiene articles"",""bottled water"",""bottled water"",""whipped/sour cream"""
3424,19-08-2015,"""whipped/sour cream"",""whole milk"",""baking powder"",""frozen fish"",""cat food"",""specialty chocolate"""
3425,15-05-2015,"""whipped/sour cream"",""other vegetables"",""rolls/buns"",""coffee"",""chocolate marshmallow"",""other vegetables"",""shopping bags"""
3426,14-10-2015,"""frankfurter"",""misc. beverages"",""rolls/buns"",""chocolate"",""jam"""
3427,30-08-2015,"""onions"",""frozen vegetables"",""curd"""
3428,15-08-2015,"""frankfurter"",""other vegetables"",""whipped/sour cream"",""domestic eggs"",""vinegar"",""yogurt"",""frozen dessert"""
3429,14-04-2015,"""frozen meals"",""berries"",""sliced cheese"",""citrus fruit"",""hygiene articles"",""margarine"",""whole milk"",""newspapers"",""whipped/sour cream"",""dessert"",""semi-finished bread"",""frozen vegetables"""
3430,31-07-2015,"""curd"",""tropical fruit"",""dessert"",""chicken"",""yogurt"",""newspapers"""
3431,20-04-2015,"""soda"",""butter"""
3432,19-05-2015,"""other vegetables"",""tropical fruit"",""yogurt"",""UHT-milk"",""berries"",""canned beer"",""whipped/sour cream"",""yogurt"""
3433,05-10-2015,"""sausage"",""white wine"",""newspapers"",""whole milk"",""Instant food products"",""waffles"",""shopping bags"""
3434,20-11-2015,"""berries"",""meat spreads"",""whole milk"",""chocolate marshmallow"",""mayonnaise"",""domestic eggs"""
3435,22-04-2015,"""coffee"",""shopping bags"""
3436,29-05-2015,"""other vegetables"",""tropical fruit"",""soda"",""soda"",""spices"""
3437,14-01-2015,"""whole milk"",""pork"",""whole milk"",""pip fruit"",""other vegetables"",""cat food"",""newspapers"",""butter milk"",""newspapers"",""whipped/sour cream"""
3438,03-09-2015,"""yogurt"",""shopping bags"""
3439,06-06-2015,"""whole milk"",""butter"",""domestic eggs"",""butter"",""margarine"""
3440,11-09-2015,"""sausage"",""ham"",""fruit/vegetable juice"",""yogurt"",""dessert"",""brown bread"",""long life bakery product"",""shopping bags"",""specialty cheese"""
3441,02-01-2015,"""soda"",""long life bakery product"",""herbs"",""soda"",""soap"",""chocolate"""
3442,12-04-2015,"""beef"",""bottled water"",""tropical fruit"",""whole milk"",""bottled water"",""photo/film"""
3443,17-01-2015,"""whole milk"",""ham"",""other vegetables"",""yogurt"",""fruit/vegetable juice"",""newspapers"",""chocolate"""
3444,23-02-2015,"""hamburger meat"",""pip fruit"",""onions"",""frozen vegetables"""
3445,18-05-2015,"""tropical fruit"",""rolls/buns"",""sausage"",""semi-finished bread"",""rolls/buns"",""domestic eggs"",""yogurt"",""white bread"""
3446,10-07-2015,"""bottled water"",""salty snack"",""whipped/sour cream"",""sugar"""
3447,10-07-2015,"""dessert"",""brown bread"",""whole milk"",""yogurt"",""pastry"",""soda"",""liquor (appetizer)"",""rolls/buns"""
3448,23-01-2015,"""oil"",""other vegetables"""
3449,09-01-2015,"""frozen vegetables"",""butter"",""other vegetables"",""candy"""
3450,15-06-2015,"""tropical fruit"",""roll products "",""other vegetables"",""hard cheese"",""canned vegetables"",""soda"",""brown bread"",""shopping bags"",""other vegetables"""
3451,11-05-2015,"""root vegetables"",""nuts/prunes"",""root vegetables"",""salty snack"",""margarine"",""shopping bags"",""whipped/sour cream"",""photo/film"""
3452,10-08-2015,"""bottled water"",""yogurt"""
3453,18-11-2015,"""nuts/prunes"",""pip fruit"",""ham"",""whole milk"",""shopping bags"",""pastry"",""white wine"",""pet care"""
3454,11-07-2015,"""yogurt"",""grapes"",""pip fruit"",""soda"",""other vegetables"",""domestic eggs"",""soda"",""bottled beer"",""shopping bags"""
3455,07-09-2015,"""citrus fruit"",""frozen meals"",""other vegetables"",""bottled beer"""
3456,23-04-2015,"""whole milk"",""chocolate"",""whole milk"",""yogurt"",""other vegetables"",""dessert"",""sugar"",""rolls/buns"""
3457,03-10-2015,"""other vegetables"",""coffee"""
3458,08-09-2015,"""frankfurter"",""pip fruit"",""whole milk"",""canned fish"",""dessert"",""canned vegetables"",""tropical fruit"",""soda"",""sugar"",""margarine"",""canned vegetables"""
3459,24-02-2015,"""frozen meals"",""candy"",""newspapers"",""roll products "",""frozen vegetables"""
3460,21-08-2015,"""rolls/buns"",""domestic eggs"""
3461,04-09-2015,"""citrus fruit"",""frozen vegetables"",""pickled vegetables"",""bottled water"""
3462,23-11-2015,"""citrus fruit"",""seasonal products"",""processed cheese"",""shopping bags"",""whole milk"",""newspapers"""
3463,28-06-2015,"""rolls/buns"",""frozen dessert"",""yogurt"",""cream cheese """
3464,25-11-2015,"""bottled beer"",""bottled beer"",""other vegetables"",""rolls/buns"",""herbs"",""UHT-milk"""
3465,03-12-2015,"""ham"",""dessert"",""beverages"",""beverages"""
3466,29-06-2015,"""waffles"",""chocolate"",""pasta"",""cling film/bags"",""sugar"",""soda"",""coffee"""
3467,28-01-2015,"""other vegetables"",""beverages"",""specialty fat"",""soda"",""ice cream"",""curd"""
3468,24-10-2015,"""yogurt"",""rolls/buns"",""root vegetables"",""root vegetables"",""yogurt"",""shopping bags"",""white bread"",""napkins"",""pot plants"""
3469,11-05-2015,"""ham"",""sausage"",""whole milk"",""tropical fruit"",""domestic eggs"",""curd"",""napkins"",""long life bakery product"",""yogurt"""
3470,27-12-2015,"""whole milk"",""soda"",""other vegetables"",""UHT-milk"",""cream cheese "",""artif. sweetener"",""fruit/vegetable juice"",""shopping bags"",""coffee"",""salty snack"",""soda"""
3471,14-05-2015,"""yogurt"",""bathroom cleaner"",""cleaner"",""pastry"""
3472,07-11-2015,"""root vegetables"",""chicken"",""butter"",""grapes"",""soda"",""chewing gum"""
3473,09-02-2015,"""tropical fruit"",""UHT-milk"",""newspapers"",""soups"",""yogurt"",""shopping bags"""
3474,05-03-2015,"""pork"",""napkins"""
3475,11-04-2015,"""chicken"",""salt"""
3476,08-12-2015,"""root vegetables"",""sugar"",""whole milk"",""chicken"",""rolls/buns"",""candy"",""waffles"",""pastry"",""whipped/sour cream"",""chocolate"",""newspapers"""
3477,26-09-2015,"""rolls/buns"",""whole milk"",""rolls/buns"",""red/blush wine"",""newspapers"",""specialty bar"",""bottled water"""
3478,23-04-2015,"""soda"",""other vegetables"",""misc. beverages"",""syrup"",""pet care"",""bottled water"""
3479,19-09-2015,"""tropical fruit"",""specialty chocolate"",""bottled water"",""whole milk"""
3480,26-11-2015,"""condensed milk"",""long life bakery product"",""other vegetables"",""pastry"",""bottled beer"",""bottled beer"""
3481,30-09-2015,"""chicken"",""cream"""
3482,24-10-2015,"""whole milk"",""specialty chocolate"",""citrus fruit"",""shopping bags"",""white bread"",""soda"",""oil"",""shopping bags"",""whipped/sour cream"",""specialty vegetables"""
3483,09-11-2015,"""soda"",""curd"",""napkins"",""rolls/buns"",""candy"""
3484,22-05-2015,"""citrus fruit"",""bottled beer"",""soda"",""whole milk"",""waffles"",""oil"",""ice cream"",""dish cleaner"""
3485,18-09-2015,"""soda"",""hamburger meat"",""butter milk"",""domestic eggs"",""yogurt"",""margarine"",""chocolate"",""root vegetables"",""sugar"",""shopping bags"",""margarine"",""waffles"",""processed cheese"",""chocolate"",""canned fish"",""Instant food products"""
3486,04-10-2015,"""citrus fruit"",""root vegetables"",""soda"",""sweet spreads"""
3487,20-03-2015,"""pip fruit"",""ice cream"""
3488,19-01-2015,"""citrus fruit"",""rolls/buns"",""coffee"",""rolls/buns"""
3489,17-09-2015,"""sausage"",""whole milk"",""processed cheese"",""sugar"""
3490,15-03-2015,"""newspapers"",""oil"",""tropical fruit"",""candy"""
